device_type,device_type_encoded,age_months,cpu_usage_percent,cpu_temperature_celsius,memory_usage_percent,memory_available_gb,memory_total_gb,battery_health_percent,battery_cycle_count,battery_charging_encoded,system_uptime_hours,days_since_last_update,disk_age_months,disk_temperature_celsius,read_errors,write_errors,pending_sectors,disk_health_score,cpu_score,memory_score,battery_score,system_score,overall_health_percent,remaining_months
laptop,1,18.9,25.8,51.5,46.7,17.1,32,82.4,516.0,0.0,24.0,58.0,2.3,26.0,0,0.0,0,100.0,100.0,100.0,87.4,86.0,95.4,30.0
laptop,1,66.5,22.8,68.5,61.7,3.1,8,54.7,1500.0,0.0,100.4,50.0,11.0,19.0,0,0.0,0,100.0,88.1,90.8,38.3,90.0,79.2,2.7
laptop,1,45.5,90.4,78.7,48.8,4.1,8,60.1,1500.0,0.0,16.7,63.0,10.4,17.0,0,0.0,0,100.0,50.7,100.0,42.1,83.5,71.6,7.9
laptop,1,43.3,38.1,63.9,50.9,3.9,8,68.0,1129.0,1.0,1131.9,80.0,41.9,25.0,0,0.0,0,90.0,94.5,99.2,53.2,55.0,79.8,7.4
desktop,0,5.0,77.4,60.9,56.6,6.9,16,-1.0,-1.0,-1.0,528.4,14.0,21.7,31.0,0,0.0,0,100.0,87.8,100.0,100.0,92.0,94.7,50.3
desktop,0,46.5,63.2,67.8,34.6,10.5,16,-1.0,-1.0,-1.0,65.0,79.0,18.6,26.0,0,0.0,0,100.0,83.8,100.0,100.0,75.5,90.2,18.0
laptop,1,63.9,36.3,72.3,37.5,10.0,16,58.4,1500.0,0.0,16.1,83.0,18.1,28.0,0,0.0,0,100.0,82.8,100.0,40.9,73.5,78.3,7.6
desktop,0,36.9,59.4,67.9,36.0,20.5,32,-1.0,-1.0,-1.0,96.4,80.0,23.1,28.0,0,0.0,0,100.0,85.2,100.0,100.0,75.0,90.6,40.2
laptop,1,18.3,36.8,61.4,42.9,9.1,16,80.2,708.0,1.0,14.1,25.0,5.1,33.0,0,0.0,0,100.0,98.0,100.0,80.5,100.0,94.6,46.2
laptop,1,60.6,87.8,79.2,32.3,21.7,32,57.8,1500.0,0.0,14.4,116.0,16.7,27.0,0,0.0,0,100.0,52.1,100.0,40.5,67.2,69.9,6.0
desktop,0,9.2,33.9,57.4,37.9,9.9,16,-1.0,-1.0,-1.0,311.9,26.0,27.2,28.0,0,0.0,0,95.0,100.0,100.0,100.0,92.0,96.9,42.6
desktop,0,23.8,62.4,65.3,46.8,17.0,32,-1.0,-1.0,-1.0,469.8,14.0,19.9,31.0,0,0.0,0,100.0,87.6,100.0,100.0,92.0,94.7,52.1
desktop,0,28.9,42.1,60.8,60.1,3.2,8,-1.0,-1.0,-1.0,2195.9,80.0,9.3,24.0,0,0.0,0,100.0,98.9,93.5,100.0,43.0,87.0,41.0
laptop,1,35.2,64.0,69.6,35.0,5.2,8,74.6,884.0,1.0,12.7,51.0,32.4,24.0,0,0.0,0,95.0,81.0,100.0,66.6,89.5,84.6,29.0
desktop,0,28.0,59.1,60.7,54.0,14.7,32,-1.0,-1.0,-1.0,1393.8,52.0,14.2,31.0,0,0.0,0,100.0,95.4,100.0,100.0,69.0,92.4,57.8
desktop,0,73.2,66.5,81.5,64.6,2.8,8,-1.0,-1.0,-1.0,2.6,142.0,0.3,27.0,0,0.0,0,100.0,60.3,84.9,100.0,64.3,77.9,21.6
desktop,0,33.5,75.4,63.5,36.5,20.3,32,-1.0,-1.0,-1.0,1696.9,83.0,25.2,24.0,0,0.0,0,95.0,84.9,100.0,100.0,53.5,84.7,44.5
laptop,1,44.4,16.0,60.9,57.6,6.8,16,55.2,1500.0,1.0,38.6,70.0,9.0,30.0,0,0.0,0,100.0,98.7,100.0,38.6,80.0,82.3,18.0
laptop,1,32.5,90.2,67.4,58.5,13.3,32,74.6,910.0,0.0,393.5,45.0,4.9,22.0,0,0.0,0,100.0,68.5,100.0,65.7,84.5,82.0,37.2
laptop,1,56.0,66.6,75.7,47.1,4.2,8,56.0,1500.0,1.0,1723.3,80.0,54.2,31.0,0,0.0,0,90.0,71.1,100.0,39.2,55.0,70.6,0.0
desktop,0,50.3,37.6,66.7,57.5,6.8,16,-1.0,-1.0,-1.0,74.8,88.0,7.8,35.0,0,0.0,0,100.0,90.6,100.0,100.0,71.0,91.4,10.9
desktop,0,66.5,89.6,82.2,58.7,13.2,32,-1.0,-1.0,-1.0,6.2,41.0,23.6,35.0,0,0.0,0,100.0,44.9,100.0,100.0,94.5,82.4,19.7
desktop,0,76.4,58.0,78.2,58.2,13.4,32,-1.0,-1.0,-1.0,663.5,119.0,0.4,31.0,0,0.0,0,100.0,69.8,100.0,100.0,58.8,82.7,0.0
laptop,1,60.9,33.0,70.3,69.4,9.8,32,55.9,1500.0,0.0,2.9,87.0,25.0,27.0,0,0.0,0,95.0,85.6,88.7,39.1,71.5,75.4,0.0
desktop,0,74.2,44.7,78.0,37.8,5.0,8,-1.0,-1.0,-1.0,22.2,113.0,35.6,22.0,0,0.0,0,95.0,73.4,100.0,100.0,67.5,84.0,15.6
laptop,1,72.6,79.4,82.5,66.3,10.8,32,58.1,1500.0,1.0,100.6,137.0,3.4,34.0,0,0.0,0,100.0,53.2,92.4,40.7,64.9,68.8,0.0
laptop,1,77.8,68.5,84.3,62.5,6.0,16,59.4,1500.0,1.0,39.7,60.0,13.3,33.0,0,0.0,0,100.0,54.2,97.0,41.6,85.0,72.0,0.0
laptop,1,26.4,49.4,58.0,50.8,15.7,32,81.3,743.0,0.0,979.7,61.0,13.4,36.0,0,0.0,0,100.0,100.0,100.0,79.3,64.5,91.3,23.0
desktop,0,1.7,52.4,63.0,30.5,11.1,16,-1.0,-1.0,-1.0,1187.6,18.0,5.3,25.0,0,0.0,0,100.0,94.8,100.0,100.0,80.0,94.4,17.4
desktop,0,67.4,39.4,74.4,39.0,19.5,32,-1.0,-1.0,-1.0,2.6,75.0,35.3,27.0,0,0.0,0,95.0,79.8,100.0,100.0,77.5,87.9,24.0
desktop,0,4.4,12.1,54.7,39.3,4.9,8,-1.0,-1.0,-1.0,6.2,14.0,58.7,33.0,0,0.0,0,90.0,100.0,100.0,100.0,100.0,97.0,12.0
laptop,1,9.0,41.4,56.3,34.7,20.9,32,89.7,310.0,0.0,2363.6,18.0,59.8,28.0,0,0.0,0,90.0,100.0,100.0,99.4,68.0,94.1,11.0
laptop,1,11.5,85.7,63.0,50.4,4.0,8,92.7,353.0,0.0,33.2,36.0,51.4,28.0,0,0.0,0,90.0,78.7,100.0,96.8,97.0,91.1,18.5
laptop,1,75.5,19.3,74.0,55.6,14.2,32,60.1,1500.0,1.0,705.9,56.0,18.1,26.0,0,0.0,0,100.0,80.4,100.0,42.1,79.0,78.5,0.0
desktop,0,16.1,77.9,63.4,57.9,3.4,8,-1.0,-1.0,-1.0,120.9,40.0,16.5,26.0,0,0.0,0,100.0,84.1,95.2,100.0,95.0,93.3,55.5
desktop,0,83.6,81.4,84.5,46.1,8.6,16,-1.0,-1.0,-1.0,3.1,185.0,21.9,37.0,0,0.0,0,100.0,48.0,100.0,100.0,59.6,76.3,7.8
desktop,0,80.4,90.5,88.5,66.3,5.4,16,-1.0,-1.0,-1.0,1797.3,130.0,4.2,24.0,0,0.0,0,100.0,32.3,92.4,100.0,45.6,67.3,2.9
laptop,1,77.1,10.3,66.8,54.0,14.7,32,54.2,1500.0,1.0,8.5,76.0,9.0,33.0,0,0.0,0,100.0,90.5,100.0,37.9,77.0,79.8,0.0
laptop,1,17.5,56.6,60.0,50.0,16.0,32,89.0,450.0,0.0,1349.6,54.0,37.8,28.0,0,0.0,0,90.0,97.4,100.0,91.0,68.0,91.4,30.8
desktop,0,41.4,24.4,57.8,58.2,13.4,32,-1.0,-1.0,-1.0,20.0,44.0,17.2,28.0,0,0.0,0,100.0,100.0,100.0,100.0,93.0,98.6,32.2
laptop,1,40.9,61.0,71.8,38.0,9.9,16,67.7,1148.0,0.0,2.9,93.0,61.4,33.0,0,0.0,0,80.0,79.1,100.0,52.8,69.7,74.9,8.5
desktop,0,77.3,53.5,75.9,55.8,7.1,16,-1.0,-1.0,-1.0,456.8,140.0,10.3,22.0,0,0.0,0,100.0,75.9,100.0,100.0,56.5,84.1,4.1
desktop,0,28.0,50.1,62.4,54.8,14.5,32,-1.0,-1.0,-1.0,2084.9,40.0,25.1,30.0,0,0.0,0,95.0,96.6,100.0,100.0,75.0,92.5,44.6
laptop,1,57.3,10.5,67.1,53.8,14.8,32,55.3,1500.0,1.0,1987.6,113.0,2.4,32.0,0,0.0,0,100.0,90.1,100.0,38.7,47.5,77.0,7.0
laptop,1,61.1,86.8,77.4,40.0,19.2,32,55.4,1500.0,0.0,560.0,144.0,21.5,34.0,0,0.0,0,100.0,56.4,100.0,38.8,56.1,69.4,0.0
laptop,1,20.3,15.6,56.8,50.3,15.9,32,78.9,766.0,0.0,14.6,32.0,22.4,33.0,0,0.0,0,100.0,100.0,100.0,76.9,99.0,94.1,34.6
desktop,0,82.7,93.2,85.0,49.5,16.2,32,-1.0,-1.0,-1.0,13.3,70.0,26.7,35.0,0,0.0,0,95.0,36.5,100.0,100.0,80.0,75.4,5.8
desktop,0,32.2,12.3,54.7,57.4,3.4,8,-1.0,-1.0,-1.0,3832.6,53.0,38.8,23.0,0,0.0,0,90.0,100.0,95.2,100.0,56.5,87.3,29.9
laptop,1,40.6,93.0,73.6,55.1,14.4,32,60.7,1321.0,1.0,3198.7,80.0,20.7,24.0,0,0.0,0,100.0,57.3,100.0,43.0,43.0,69.4,11.7
laptop,1,77.2,91.0,87.5,56.3,14.0,32,58.7,1500.0,1.0,3.9,123.0,20.3,29.0,0,0.0,0,100.0,33.8,100.0,41.1,66.4,65.4,0.0
laptop,1,30.6,17.3,60.5,47.9,16.7,32,69.5,1080.0,1.0,7.2,50.0,31.0,22.0,0,0.0,0,95.0,99.3,100.0,55.3,90.0,86.4,20.2
desktop,0,16.6,67.4,59.8,59.8,6.4,16,-1.0,-1.0,-1.0,12.8,29.0,20.5,39.0,0,0.0,0,100.0,93.0,100.0,100.0,100.0,97.9,51.5
laptop,1,24.1,46.7,64.5,42.1,9.3,16,70.8,945.0,1.0,22.2,63.0,21.5,30.0,0,0.0,0,100.0,93.7,100.0,59.1,83.5,86.6,25.3
desktop,0,59.2,75.3,71.6,50.3,4.0,8,-1.0,-1.0,-1.0,976.8,73.0,59.1,32.0,1,0.0,0,85.0,73.6,100.0,100.0,58.5,79.3,11.0
desktop,0,76.9,12.4,68.4,67.1,10.5,32,-1.0,-1.0,-1.0,142.6,102.0,1.5,32.0,0,0.0,0,100.0,88.2,91.5,100.0,68.7,88.5,16.3
laptop,1,74.1,59.1,72.7,41.2,4.7,8,56.8,1500.0,0.0,2090.5,168.0,30.6,27.0,0,0.0,0,95.0,78.6,100.0,39.8,41.5,72.5,0.0
laptop,1,2.7,61.1,61.4,60.8,3.1,8,96.3,99.0,0.0,13.4,31.0,58.0,29.0,0,0.0,0,90.0,93.6,91.8,100.0,99.5,94.6,12.6
desktop,0,71.3,25.2,70.8,51.3,3.9,8,-1.0,-1.0,-1.0,200.4,125.0,0.6,28.0,0,0.0,0,100.0,84.9,99.2,100.0,58.2,87.0,4.8
desktop,0,17.8,73.5,64.1,50.6,7.9,16,-1.0,-1.0,-1.0,1261.8,22.0,35.1,37.0,0,0.0,0,95.0,84.9,100.0,100.0,80.0,90.0,35.1
laptop,1,18.6,15.6,56.9,50.6,3.9,8,79.0,663.0,1.0,646.6,34.0,35.0,25.0,0,0.0,0,95.0,100.0,99.2,80.7,90.0,92.8,35.0
desktop,0,67.7,64.7,77.7,40.9,4.7,8,-1.0,-1.0,-1.0,101.6,96.0,29.4,26.0,0,0.0,0,95.0,68.1,100.0,100.0,69.3,82.8,27.4
desktop,0,83.5,12.0,77.9,49.8,16.1,32,-1.0,-1.0,-1.0,643.7,132.0,16.7,36.0,0,0.0,0,100.0,73.6,100.0,100.0,57.4,83.6,10.2
laptop,1,5.8,59.0,64.7,37.6,20.0,32,93.9,206.0,0.0,4245.2,29.0,2.6,34.0,0,0.0,0,100.0,89.8,100.0,100.0,68.0,94.2,44.4
laptop,1,78.3,75.7,79.4,50.5,15.8,32,58.4,1500.0,1.0,137.5,74.0,35.9,27.0,0,0.0,0,95.0,60.5,100.0,40.9,78.0,71.9,0.0
desktop,0,30.3,25.3,63.0,55.1,7.2,16,-1.0,-1.0,-1.0,2627.4,32.0,19.6,31.0,0,0.0,0,100.0,95.8,100.0,100.0,67.0,92.1,45.3
desktop,0,5.7,91.0,68.6,30.3,22.3,32,-1.0,-1.0,-1.0,6.7,19.0,7.1,33.0,0,0.0,0,100.0,66.1,100.0,100.0,100.0,89.8,32.4
laptop,1,40.7,74.2,71.1,35.3,10.4,16,54.2,1500.0,0.0,602.1,49.0,35.3,23.0,0,0.0,0,95.0,74.8,100.0,37.9,82.5,75.2,8.6
desktop,0,8.2,76.3,67.8,51.1,15.7,32,-1.0,-1.0,-1.0,69.2,37.0,58.4,29.0,0,0.0,0,90.0,78.6,100.0,100.0,96.5,89.9,12.2
desktop,0,76.5,84.9,83.5,48.5,8.2,16,-1.0,-1.0,-1.0,19.6,115.0,19.9,28.0,0,0.0,0,100.0,46.7,100.0,100.0,67.3,77.5,7.3
laptop,1,41.6,78.5,69.4,50.7,15.8,32,55.5,1500.0,1.0,547.7,89.0,23.3,30.0,0,0.0,0,100.0,75.4,100.0,38.8,62.5,74.8,18.0
desktop,0,40.8,38.2,67.0,39.2,9.7,16,-1.0,-1.0,-1.0,145.7,96.0,28.3,38.0,0,0.0,0,95.0,90.2,100.0,100.0,69.3,89.4,41.5
laptop,1,73.8,75.3,76.6,46.3,4.3,8,58.3,1500.0,1.0,265.0,143.0,19.0,25.0,0,0.0,0,100.0,65.9,100.0,40.8,56.2,72.3,0.0
laptop,1,12.2,81.8,67.7,48.4,4.1,8,88.3,379.0,0.0,6.3,45.0,5.5,31.0,0,0.0,0,100.0,75.6,100.0,95.3,92.5,92.0,52.5
desktop,0,14.0,10.8,49.2,54.7,3.6,8,-1.0,-1.0,-1.0,216.5,17.0,23.2,23.0,0,0.0,0,100.0,100.0,96.8,100.0,92.0,97.8,48.8
desktop,0,53.1,40.8,64.7,59.7,6.4,16,-1.0,-1.0,-1.0,58.8,71.0,19.0,24.0,0,0.0,0,100.0,93.4,100.0,100.0,79.5,93.9,25.2
desktop,0,31.8,59.8,69.0,57.5,3.4,8,-1.0,-1.0,-1.0,1851.2,68.0,11.5,25.0,0,0.0,0,100.0,83.5,95.2,100.0,61.0,86.3,60.0
desktop,0,72.2,88.6,82.3,60.6,3.2,8,-1.0,-1.0,-1.0,3814.0,142.0,36.8,26.0,0,0.0,0,90.0,45.6,92.9,100.0,32.3,65.7,10.4
desktop,0,6.4,56.6,56.3,45.8,17.3,32,-1.0,-1.0,-1.0,2887.6,17.0,32.6,28.0,0,0.0,0,95.0,97.4,100.0,100.0,68.0,91.3,37.4
laptop,1,75.5,21.4,70.4,38.4,4.9,8,59.5,1500.0,1.0,2345.7,94.0,10.6,25.0,0,0.0,0,100.0,85.4,100.0,41.6,37.6,75.5,0.0
laptop,1,68.7,48.2,70.4,60.8,6.3,16,55.7,1500.0,1.0,18.8,127.0,4.5,27.0,0,0.0,0,100.0,85.4,99.0,39.0,66.0,77.6,0.0
laptop,1,3.0,26.5,52.9,50.5,15.8,32,94.1,113.0,1.0,3689.1,24.0,27.1,24.0,0,0.0,0,95.0,100.0,100.0,100.0,68.0,95.6,42.7
desktop,0,68.6,77.6,74.4,36.2,10.2,16,-1.0,-1.0,-1.0,548.0,103.0,14.5,22.0,0,0.0,0,100.0,68.8,100.0,100.0,60.6,82.8,1.7
laptop,1,45.7,75.8,72.9,41.5,9.4,16,57.1,1500.0,1.0,3775.1,95.0,15.8,31.0,0,0.0,0,100.0,71.6,100.0,40.0,37.5,71.6,14.7
desktop,0,67.8,67.0,72.7,42.5,9.2,16,-1.0,-1.0,-1.0,42.7,87.0,7.3,37.0,0,0.0,0,100.0,75.4,100.0,100.0,71.5,86.9,23.8
desktop,0,77.4,22.8,75.7,49.4,4.1,8,-1.0,-1.0,-1.0,3.2,128.0,23.3,29.0,0,0.0,0,100.0,77.7,100.0,100.0,65.9,86.5,0.0
desktop,0,81.2,24.8,78.0,45.9,17.3,32,-1.0,-1.0,-1.0,16.1,158.0,22.7,27.0,0,0.0,0,100.0,73.4,100.0,100.0,62.6,84.5,0.0
desktop,0,79.4,10.8,70.1,64.3,2.9,8,-1.0,-1.0,-1.0,140.9,144.0,27.5,33.0,0,0.0,0,95.0,85.9,86.0,100.0,64.1,84.3,0.0
desktop,0,13.8,28.2,56.6,39.9,19.2,32,-1.0,-1.0,-1.0,331.1,23.0,14.2,21.0,0,0.0,0,100.0,100.0,100.0,100.0,92.0,98.4,57.2
desktop,0,27.9,67.1,70.0,38.4,19.7,32,-1.0,-1.0,-1.0,45.9,48.0,13.5,30.0,0,0.0,0,100.0,79.2,100.0,100.0,91.0,92.0,34.6
laptop,1,54.1,65.1,74.9,49.4,4.0,8,55.3,1500.0,0.0,691.1,76.0,1.9,22.0,0,0.0,0,100.0,73.1,100.0,38.7,69.0,74.8,6.6
desktop,0,65.6,53.0,72.1,67.1,5.3,16,-1.0,-1.0,-1.0,1064.9,136.0,16.1,23.0,0,0.0,0,100.0,81.9,91.5,100.0,45.0,81.9,10.1
laptop,1,5.0,49.2,63.5,31.2,5.5,8,94.9,184.0,0.0,172.1,17.0,20.7,31.0,0,0.0,0,100.0,95.1,100.0,100.0,92.0,98.0,51.3
laptop,1,27.7,48.6,62.6,37.8,10.0,16,76.6,777.0,0.0,472.3,40.0,23.3,24.0,0,0.0,0,100.0,96.4,100.0,73.3,87.0,91.1,28.6
desktop,0,54.1,38.6,67.5,52.1,7.7,16,-1.0,-1.0,-1.0,3680.5,78.0,13.9,19.0,0,0.0,0,100.0,89.5,100.0,100.0,44.0,85.6,12.5
desktop,0,40.7,27.9,59.9,29.6,5.6,8,-1.0,-1.0,-1.0,651.5,62.0,0.8,33.0,0,0.0,0,100.0,100.0,100.0,100.0,76.0,95.2,23.5
laptop,1,53.0,80.8,71.1,48.1,16.6,32,54.5,1500.0,1.0,393.5,80.0,18.2,27.0,0,0.0,0,100.0,71.7,100.0,38.1,67.0,74.2,14.9
desktop,0,0.9,67.1,63.3,47.2,8.4,16,-1.0,-1.0,-1.0,13.2,24.0,1.9,32.0,0,0.0,0,100.0,88.5,100.0,100.0,100.0,96.6,14.6
desktop,0,54.8,63.8,70.2,52.1,3.8,8,-1.0,-1.0,-1.0,388.4,100.0,31.2,17.0,0,0.0,0,95.0,80.2,98.4,100.0,60.9,84.4,31.6
desktop,0,29.5,13.5,55.4,37.0,5.0,8,-1.0,-1.0,-1.0,7.3,35.0,35.3,43.0,0,0.0,0,90.0,100.0,100.0,100.0,97.5,96.5,33.0
desktop,0,38.7,65.9,67.1,65.0,5.6,16,-1.0,-1.0,-1.0,22.3,58.0,66.3,41.0,0,0.0,0,75.0,83.7,94.0,100.0,86.0,83.6,4.3
laptop,1,8.3,84.2,65.5,36.7,10.1,16,92.8,281.0,1.0,11.1,26.0,21.1,39.0,0,0.0,0,100.0,76.5,100.0,100.0,100.0,94.1,50.9
desktop,0,22.1,45.7,55.9,60.3,12.7,32,-1.0,-1.0,-1.0,115.9,65.0,26.3,21.0,0,0.0,0,95.0,100.0,99.6,100.0,82.5,94.9,43.4
desktop,0,15.4,64.0,64.5,50.2,15.9,32,-1.0,-1.0,-1.0,391.6,35.0,22.5,29.0,0,0.0,0,100.0,88.1,100.0,100.0,89.5,94.3,49.5
laptop,1,26.5,26.7,58.8,44.2,17.9,32,80.0,735.0,0.0,1189.9,30.0,11.7,23.0,0,0.0,0,100.0,100.0,100.0,79.5,80.0,92.9,29.6
desktop,0,26.4,28.1,56.5,32.1,5.4,8,-1.0,-1.0,-1.0,7.0,51.0,17.3,33.0,0,0.0,0,100.0,100.0,100.0,100.0,89.5,97.9,54.7
desktop,0,33.0,16.5,58.3,43.4,18.1,32,-1.0,-1.0,-1.0,64.4,46.0,21.7,30.0,0,0.0,0,100.0,100.0,100.0,100.0,92.0,98.4,50.3
laptop,1,45.8,29.9,64.9,58.1,3.3,8,64.4,1250.0,0.0,3941.0,98.0,36.1,27.0,0,0.0,0,90.0,93.1,94.4,48.2,37.1,75.7,25.6
laptop,1,33.3,48.4,65.8,59.7,6.5,16,61.3,1269.0,1.0,87.3,65.0,1.4,33.0,0,0.0,0,100.0,91.9,100.0,43.8,82.5,82.2,18.4
desktop,0,19.0,73.1,65.3,42.3,9.2,16,-1.0,-1.0,-1.0,488.1,48.0,18.3,38.0,0,0.0,0,100.0,83.3,100.0,100.0,83.0,91.6,53.7
desktop,0,69.7,17.9,68.9,57.0,3.4,8,-1.0,-1.0,-1.0,559.3,147.0,34.0,27.0,0,0.0,0,95.0,87.5,95.2,100.0,55.8,85.0,0.0
desktop,0,76.8,49.3,73.2,49.7,4.0,8,-1.0,-1.0,-1.0,199.4,125.0,18.0,35.0,0,0.0,0,100.0,81.5,100.0,100.0,58.2,86.1,0.0
laptop,1,37.1,64.6,71.5,54.4,14.6,32,73.8,958.0,0.0,436.7,75.0,13.7,34.0,0,0.0,0,100.0,78.1,100.0,62.8,69.5,82.2,14.5
laptop,1,43.9,81.0,67.2,53.9,7.4,16,57.8,1500.0,1.0,182.3,83.0,4.3,36.0,0,0.0,0,100.0,77.0,100.0,40.5,65.5,75.9,7.6
laptop,1,15.4,36.5,54.8,35.0,20.8,32,86.9,453.0,1.0,132.4,36.0,47.9,30.0,0,0.0,0,90.0,100.0,100.0,90.8,97.0,94.9,21.7
desktop,0,20.1,35.7,57.3,31.5,21.9,32,-1.0,-1.0,-1.0,900.3,22.0,1.4,28.0,0,0.0,0,100.0,100.0,100.0,100.0,80.0,96.0,60.0
laptop,1,1.9,87.5,61.0,58.1,6.7,16,96.2,72.0,0.0,354.7,5.0,6.7,31.0,0,0.0,0,100.0,79.8,100.0,100.0,92.0,94.2,21.1
desktop,0,13.0,77.5,64.0,46.2,4.3,8,-1.0,-1.0,-1.0,253.7,41.0,60.8,26.0,3,0.0,0,75.0,83.4,100.0,100.0,86.5,84.8,8.4
laptop,1,46.7,71.8,74.6,58.9,3.3,8,59.1,1500.0,0.0,2456.1,33.0,0.5,26.0,0,0.0,0,100.0,70.8,94.4,41.4,66.5,73.9,18.0
desktop,0,62.6,45.5,73.9,54.1,14.7,32,-1.0,-1.0,-1.0,231.2,56.0,6.8,30.0,0,0.0,0,100.0,80.5,100.0,100.0,79.0,90.0,11.2
desktop,0,7.4,91.1,68.0,56.6,3.5,8,-1.0,-1.0,-1.0,13.4,27.0,22.5,38.0,0,0.0,0,100.0,66.8,96.0,100.0,100.0,89.2,40.1
laptop,1,33.3,58.7,67.7,30.7,22.2,32,71.1,987.0,1.0,2563.8,32.0,21.1,26.0,0,0.0,0,100.0,85.7,100.0,58.0,67.0,82.6,28.8
desktop,0,60.1,52.6,69.3,56.9,6.9,16,-1.0,-1.0,-1.0,500.3,114.0,4.5,24.0,0,0.0,0,100.0,85.9,100.0,100.0,59.4,87.6,19.2
laptop,1,73.9,38.5,77.7,61.0,3.1,8,56.2,1500.0,0.0,4292.4,140.0,10.7,26.0,0,0.0,0,100.0,74.0,91.6,39.3,32.5,70.3,0.0
laptop,1,74.9,73.4,79.9,40.6,4.8,8,54.7,1500.0,0.0,2869.8,133.0,10.1,34.0,0,0.0,0,100.0,60.5,100.0,38.3,33.3,68.0,0.0
laptop,1,77.3,54.4,73.1,40.0,4.8,8,59.8,1500.0,0.0,2317.0,82.0,52.1,21.0,1,0.0,0,85.0,79.9,100.0,41.9,42.0,70.9,0.0
laptop,1,46.6,18.9,64.2,47.4,16.8,32,55.1,1500.0,1.0,3.4,37.0,12.1,39.0,0,0.0,0,100.0,94.1,100.0,38.6,96.5,82.8,10.3
desktop,0,72.6,18.1,67.6,54.7,14.5,32,-1.0,-1.0,-1.0,1652.7,68.0,30.8,24.0,0,0.0,0,95.0,89.4,100.0,100.0,61.0,87.5,0.0
desktop,0,61.9,35.1,73.1,47.8,4.2,8,-1.0,-1.0,-1.0,1599.7,73.0,2.1,24.0,0,0.0,0,100.0,81.7,100.0,100.0,58.5,86.2,9.0
laptop,1,12.5,62.5,63.8,35.3,5.2,8,90.4,363.0,0.0,354.2,27.0,26.0,24.0,0,0.0,0,95.0,89.7,100.0,96.2,92.0,94.4,43.2
laptop,1,33.3,90.2,74.6,50.7,7.9,16,69.5,1170.0,1.0,417.0,29.0,40.1,23.0,0,0.0,0,90.0,58.4,100.0,55.3,92.0,75.1,28.6
laptop,1,32.8,35.8,62.8,29.6,11.3,16,74.7,970.0,0.0,3570.5,47.0,16.8,26.0,0,0.0,0,100.0,96.1,100.0,63.7,59.5,85.9,29.4
desktop,0,52.1,18.5,67.9,45.7,17.4,32,-1.0,-1.0,-1.0,147.9,59.0,4.5,27.0,0,0.0,0,100.0,88.9,100.0,100.0,85.5,93.8,36.2
desktop,0,12.7,12.1,54.8,58.9,6.6,16,-1.0,-1.0,-1.0,11.5,49.0,18.5,27.0,0,0.0,0,100.0,100.0,100.0,100.0,90.5,98.1,53.5
desktop,0,13.0,33.3,59.9,42.6,4.6,8,-1.0,-1.0,-1.0,2140.9,26.0,11.1,19.0,0,0.0,0,100.0,100.0,100.0,100.0,80.0,96.0,60.0
desktop,0,64.4,24.9,68.8,46.4,17.1,32,-1.0,-1.0,-1.0,648.0,55.0,1.6,27.0,0,0.0,0,100.0,87.7,100.0,100.0,79.5,92.2,28.4
laptop,1,80.3,28.9,73.0,69.2,2.5,8,59.8,1500.0,1.0,489.3,75.0,15.7,29.0,0,0.0,0,100.0,81.8,77.0,41.9,69.5,74.4,0.0
desktop,0,34.2,71.7,63.6,40.7,4.7,8,-1.0,-1.0,-1.0,3607.6,61.0,16.6,25.0,0,0.0,0,100.0,86.3,100.0,100.0,52.5,86.4,55.4
desktop,0,3.0,54.9,63.6,46.0,8.6,16,-1.0,-1.0,-1.0,165.5,20.0,20.4,33.0,0,0.0,0,100.0,93.0,100.0,100.0,100.0,97.9,51.6
laptop,1,80.5,73.2,82.8,54.1,7.3,16,55.0,1500.0,1.0,10.0,84.0,34.2,24.0,0,0.0,0,95.0,55.2,100.0,38.5,73.0,69.5,0.0
desktop,0,38.8,82.2,67.6,61.6,6.1,16,-1.0,-1.0,-1.0,45.9,51.0,4.8,31.0,0,0.0,0,100.0,75.4,98.1,100.0,89.5,90.1,24.3
laptop,1,27.2,41.1,63.6,39.0,19.5,32,68.4,1030.0,1.0,23.0,50.0,15.0,23.0,0,0.0,0,100.0,95.0,100.0,53.8,90.0,86.2,26.3
laptop,1,4.1,24.5,57.2,57.6,6.8,16,95.4,110.0,1.0,8.9,16.0,18.5,38.0,0,0.0,0,100.0,100.0,100.0,100.0,100.0,100.0,45.6
laptop,1,22.9,27.8,61.4,59.5,13.0,32,80.1,738.0,1.0,34.0,45.0,33.3,22.0,0,0.0,0,95.0,98.0,100.0,79.4,92.5,92.4,30.3
laptop,1,27.9,46.6,59.2,59.6,3.2,8,74.2,971.0,1.0,2258.5,25.0,11.1,27.0,0,0.0,0,100.0,100.0,93.6,62.9,68.0,86.6,22.1
desktop,0,6.7,28.8,59.8,44.8,17.7,32,-1.0,-1.0,-1.0,19.3,9.0,2.8,33.0,0,0.0,0,100.0,100.0,100.0,100.0,100.0,100.0,59.5
desktop,0,10.7,72.7,67.9,58.7,3.3,8,-1.0,-1.0,-1.0,4.1,23.0,26.2,34.0,0,0.0,0,95.0,79.9,94.4,100.0,100.0,91.4,43.5
