device_type,age_months,cpu_usage_percent,cpu_temperature_celsius,memory_usage_percent,memory_available_gb,memory_total_gb,battery_health_percent,battery_cycle_count,battery_charging_status,system_uptime_hours,days_since_last_update,cpu_score,memory_score,battery_score,system_score,overall_health_percent,remaining_months
laptop,0.2,20.2,55.2,45.8,4.3,8,98.1,4,charging,2012.7,19.0,100,100,100,80.0,98.8,13.2
laptop,72.8,18.8,74.3,60.8,6.3,16,58.7,1500,charging,17.7,81.0,80.0,99.0,41.1,74.5,72.1,0
laptop,69.1,76.7,82.3,64.1,5.8,16,57.2,1500,discharging,133.2,59.0,54.7,95.1,40.0,85.5,61.4,0
desktop,48.8,12.5,65.7,36.6,20.3,32,,,,2867.0,102.0,92.0,100,100,36.7,77.7,18.8
laptop,39.6,42.0,62.3,38.9,9.8,16,65.8,1230,charging,85.9,73.0,96.8,100,50.1,78.5,80.9,29.4
desktop,61.7,81.1,80.1,61.3,3.1,8,,,,72.3,90.0,56.5,91.2,100,70.0,72.4,14.0
desktop,63.3,83.4,78.3,47.1,8.5,16,,,,33.9,80.0,57.8,100,100,75.0,76.3,17.7
laptop,32.5,74.0,66.0,49.2,8.1,16,70.9,925,charging,32.5,46.0,82.0,100,60.0,92.0,78.7,16.6
laptop,61.0,88.3,76.3,42.8,4.6,8,59.2,1500,charging,11.8,84.0,57.1,100,41.4,73.0,62.3,0
desktop,62.9,20.4,66.4,42.2,18.5,32,,,,14.2,69.0,91.0,100,100,80.5,89.7,24.8
laptop,4.2,25.2,58.9,45.8,4.3,8,93.9,144,charging,29.5,29.0,100,100,100,100,100,57.3
desktop,77.4,83.0,78.2,42.2,9.2,16,,,,99.2,122.0,58.3,100,100,66.5,73.8,15.2
desktop,21.7,76.8,67.2,38.8,19.6,32,,,,269.7,61.0,79.2,100,100,76.5,85.3,70.5
laptop,82.3,67.7,83.6,48.9,4.1,8,57.3,1500,charging,11.5,170.0,55.9,100,40.1,61.3,61.3,0
desktop,21.8,38.8,59.7,43.9,4.5,8,,,,4096.5,32.0,100,100,100,67.0,91.8,44.0
laptop,15.4,47.3,55.4,55.8,3.5,8,87.4,532,charging,10.4,21.0,100,96.0,86.8,100,96.5,56.4
desktop,3.7,63.0,64.5,31.3,22.0,32,,,,4034.8,7.0,88.5,100,100,68.0,85.9,22.5
desktop,69.2,21.0,70.7,53.2,3.7,8,,,,2946.2,102.0,85.0,97.6,100,36.7,75.0,7.1
desktop,22.8,86.0,61.8,51.0,15.7,32,,,,380.3,40.0,80.1,100,100,87.0,89.6,48.1
laptop,57.8,53.2,76.7,62.2,12.1,32,54.3,1500,charging,265.4,118.0,74.5,97.4,38.0,58.9,64.7,2.7
desktop,20.1,85.5,69.7,36.0,10.2,16,,,,21.2,21.0,69.5,100,100,100,87.4,57.6
desktop,30.0,13.8,61.0,41.2,18.8,32,,,,2490.0,64.0,98.6,100,100,51.0,84.7,54.5
desktop,68.2,24.6,70.5,49.1,4.1,8,,,,2.8,90.0,85.3,100,100,70.0,86.4,27.6
laptop,72.6,31.0,76.5,49.3,16.2,32,59.9,1500,discharging,111.5,130.0,76.2,100,41.9,65.6,68.2,0
laptop,41.2,90.3,68.1,41.0,9.4,16,59.4,1476,charging,3860.1,102.0,67.4,100,41.6,36.7,60.0,12.5
desktop,51.1,68.1,71.1,45.2,4.4,8,,,,3.9,98.0,77.2,100,100,69.1,80.9,26.9
desktop,37.2,57.0,64.6,42.8,18.3,32,,,,472.5,73.0,90.8,100,100,70.5,88.3,28.8
laptop,18.1,90.0,61.4,58.9,13.2,32,81.0,708,discharging,3318.8,39.0,77.0,100,80.5,63.5,79.3,53.0
desktop,3.3,36.8,60.7,35.1,20.8,32,,,,151.7,8.0,99.0,100,100,100,98.5,75.9
laptop,16.7,76.1,65.2,37.6,5.0,8,79.0,662,discharging,2126.5,46.0,82.3,100,80.8,72.0,85.6,43.7
laptop,9.3,92.6,70.5,32.4,21.6,32,93.6,281,discharging,7.2,31.0,62.0,100,100,99.5,86.4,57.7
laptop,57.7,63.9,73.9,41.2,9.4,16,59.0,1500,charging,498.8,115.0,75.0,100,41.3,59.3,67.1,2.1
laptop,13.0,51.0,55.0,34.9,20.8,32,87.1,433,discharging,17.6,22.0,99.6,100,92.0,100,95.5,46.4
desktop,35.8,25.8,65.5,49.3,8.1,16,,,,2834.8,31.0,92.3,100,100,67.5,87.2,29.5
laptop,63.2,51.3,73.8,43.6,18.1,32,57.0,1500,discharging,3631.7,140.0,80.2,100,39.9,32.5,66.5,3.6
laptop,41.5,12.5,63.7,54.9,3.6,8,61.7,1442,discharging,142.3,84.0,94.8,96.8,44.4,73.0,78.6,9.0
desktop,8.4,93.6,70.5,45.5,8.7,16,,,,21.6,31.0,61.1,100,100,99.5,85.5,49.6
desktop,32.2,92.3,73.3,45.3,4.4,8,,,,7.8,62.0,58.3,100,100,84.0,78.1,44.8
desktop,58.4,45.3,75.1,36.2,10.2,16,,,,5.1,55.0,78.8,100,100,87.5,86.8,7.1
desktop,25.0,13.4,57.7,39.6,4.8,8,,,,16.8,40.0,100,100,100,95.0,97.4,35.5
desktop,55.7,62.7,70.5,42.5,18.4,32,,,,42.7,67.0,80.2,100,100,81.5,85.7,4.6
laptop,72.7,76.0,80.2,49.9,8.0,16,59.6,1500,discharging,1952.6,100.0,58.9,100,41.7,48.9,62.1,0
laptop,54.8,83.7,75.5,39.1,19.5,32,58.0,1500,discharging,152.1,56.0,62.7,100,40.6,87.0,66.3,2.3
laptop,6.2,72.5,66.4,53.6,3.7,8,96.4,218,charging,7.3,31.0,82.0,97.6,100,99.5,93.0,65.3
desktop,49.5,10.5,61.4,40.0,4.8,8,,,,126.5,125.0,98.0,100,100,66.2,90.2,26.0
desktop,49.4,34.4,69.9,39.3,19.4,32,,,,504.9,29.0,86.1,100,100,92.0,90.8,36.9
laptop,64.6,87.2,78.1,49.2,8.1,16,54.6,1500,charging,142.0,115.0,54.7,100,38.2,67.3,59.8,2.5
desktop,78.6,73.7,78.0,56.2,14.0,32,,,,675.1,182.0,63.9,100,100,52.0,70.9,0
desktop,34.5,81.7,68.3,42.1,4.6,8,,,,83.3,25.0,74.8,100,100,100,91.7,43.2
desktop,24.8,63.9,61.6,51.2,7.8,16,,,,4179.0,55.0,92.2,100,100,55.5,84.3,47.0
laptop,83.6,22.0,74.7,46.4,8.6,16,54.9,1500,charging,18.0,105.0,79.4,100,38.4,68.4,69.8,0
laptop,12.8,82.2,61.0,36.8,5.1,8,88.3,476,discharging,15.8,30.0,84.6,100,89.4,100,90.4,38.4
laptop,27.3,80.7,71.7,35.2,5.2,8,78.0,806,discharging,5.0,53.0,71.0,100,74.2,88.5,81.0,31.5
desktop,67.6,85.3,81.1,62.7,11.9,32,,,,9.9,70.0,50.8,96.8,100,80.0,73.4,11.0
laptop,1.6,29.9,53.5,31.3,22.0,32,96.9,45,charging,23.9,24.0,100,100,100,100,100,48.0
desktop,16.5,74.5,63.2,38.3,19.8,32,,,,440.5,20.0,85.7,100,100,92.0,91.3,44.0
desktop,58.6,24.9,65.1,52.5,7.6,16,,,,10.6,58.0,92.9,100,100,86.0,94.9,19.1
desktop,27.8,93.7,64.6,39.7,9.7,16,,,,15.2,65.0,69.2,100,100,82.5,82.9,55.9
desktop,49.6,87.1,73.6,44.1,17.9,32,,,,65.5,67.0,62.6,100,100,81.5,79.6,16.8
laptop,1.9,66.0,58.4,47.2,8.5,16,99.4,66,charging,3137.3,26.0,93.6,100,100,68.0,93.2,26.3
laptop,40.4,27.5,59.8,41.6,9.3,16,62.6,1229,discharging,13.1,49.0,100,100,45.6,90.5,82.3,12.5
laptop,41.3,26.1,58.4,47.9,8.3,16,55.5,1500,discharging,1246.9,91.0,100,100,38.8,49.9,75.6,18
laptop,79.9,14.6,73.5,45.9,4.3,8,54.8,1500,discharging,670.5,155.0,81.1,100,38.4,54.9,68.4,0
laptop,7.9,48.5,56.6,40.8,4.7,8,93.4,242,charging,16.8,7.0,100,100,100,100,100,58.8
laptop,2.1,35.8,60.2,34.2,21.1,32,100,80,discharging,89.4,29.0,99.7,100,100,100,98.6,69.0
desktop,82.5,42.7,73.5,40.0,9.6,16,,,,379.5,155.0,81.1,100,100,54.9,77.0,8.9
laptop,35.7,77.0,69.4,31.1,5.5,8,64.1,1342,discharging,3828.9,56.0,76.0,100,47.7,55.0,68.9,13.4
laptop,26.1,26.1,61.8,54.0,7.4,16,79.0,730,charging,2416.7,39.0,97.5,100,78.3,63.5,85.7,42.6
laptop,17.6,41.2,59.7,61.8,6.1,16,83.5,638,discharging,744.0,25.0,100,97.8,83.0,80.0,89.8,47.5
laptop,4.5,78.8,68.4,52.2,3.8,8,94.4,160,discharging,2133.0,27.0,76.7,98.4,100,80.0,87.0,30.2
laptop,52.7,71.7,74.3,37.4,5.0,8,56.8,1500,charging,23.3,93.0,71.3,100,39.8,69.7,68.8,7.4
laptop,57.2,78.2,79.0,48.1,8.3,16,57.4,1497,charging,16.3,90.0,60.3,100,40.2,70.0,63.7,0
laptop,69.4,71.9,80.6,65.6,5.5,16,55.7,1500,discharging,15.6,56.0,59.8,93.3,39.0,87.0,63.7,0
laptop,14.7,21.9,50.5,43.0,9.1,16,85.3,468,charging,4099.6,29.0,100,100,89.9,68.0,94.0,42.4
desktop,6.1,80.8,68.3,61.9,6.1,16,,,,500.2,28.0,75.7,97.7,100,92.0,86.4,38.9
desktop,40.1,31.9,60.4,45.6,8.7,16,,,,583.2,62.0,99.4,100,100,76.0,94.0,24.7
desktop,47.6,39.9,66.0,67.8,5.1,16,,,,3959.1,84.0,91.6,90.6,100,41.0,74.7,30.8
desktop,6.2,35.0,60.4,60.9,3.1,8,,,,74.2,24.0,99.4,91.7,100,100,95.9,75.6
desktop,15.2,41.1,57.8,40.5,19.0,32,,,,29.4,26.0,100,100,100,100,98.6,65.0
laptop,21.5,81.9,66.2,43.9,9.0,16,76.2,806,charging,30.6,59.0,77.6,100,71.7,85.5,80.2,43.7
desktop,0.9,49.2,63.3,29.5,5.6,8,,,,110.4,19.0,95.4,100,100,100,96.6,25.4
laptop,29.9,20.3,55.5,49.8,4.0,8,64.5,1193,charging,23.4,27.0,100,100,48.3,100,85.3,38.8
laptop,12.1,15.1,49.3,36.2,20.4,32,86.4,417,discharging,824.2,32.0,100,100,93.0,79.0,95.3,58.6
laptop,38.7,36.6,59.7,60.2,3.2,8,64.4,1348,discharging,136.7,78.0,100,93.4,48.2,76.0,79.3,10.5
desktop,18.6,28.6,52.6,28.6,11.4,16,,,,158.0,44.0,100,100,100,93.0,98.4,42.3
laptop,73.6,17.6,72.0,38.7,9.8,16,55.5,1500,discharging,433.4,90.0,83.2,100,38.8,62.0,71.0,0
desktop,7.5,65.3,66.2,37.7,10.0,16,,,,267.2,25.0,85.2,100,100,92.0,92.7,85.1
laptop,23.8,47.8,64.5,55.9,3.5,8,72.3,875,discharging,15.1,63.0,93.7,96.0,63.7,83.5,82.8,27.2
desktop,77.4,51.0,74.4,41.1,18.8,32,,,,20.0,129.0,79.4,100,100,65.7,80.3,0
desktop,24.0,38.4,60.9,52.0,7.7,16,,,,89.2,22.0,98.7,100,100,100,98.0,70.0
desktop,6.7,23.4,55.9,44.3,17.8,32,,,,573.0,14.0,100,100,100,92.0,96.7,72.6
desktop,59.9,75.5,77.5,40.3,4.8,8,,,,2237.4,141.0,64.1,100,100,32.4,65.3,29.7
laptop,30.4,15.8,53.8,59.0,3.3,8,69.5,976,discharging,14.5,60.0,100,94.4,56.2,85.0,81.9,26.8
laptop,66.4,19.2,71.1,55.0,3.6,8,59.0,1500,discharging,15.3,63.0,84.5,96.8,41.3,83.5,75.7,0
laptop,3.7,63.8,60.7,54.1,7.3,16,99.1,111,discharging,19.5,20.0,93.5,100,100,100,96.0,58.3
desktop,41.8,66.9,72.4,39.5,9.7,16,,,,11.5,72.0,75.9,100,100,79.0,84.6,50.7
laptop,24.6,62.0,66.9,51.0,7.8,16,80.2,779,discharging,358.3,45.0,85.5,100,78.0,84.5,86.0,24.2
desktop,79.5,29.5,73.4,60.4,3.2,8,,,,455.0,157.0,81.2,93.1,100,54.7,76.0,15.2
laptop,58.2,41.0,69.5,41.4,18.8,32,55.1,1500,charging,9.3,36.0,86.7,100,38.6,97.0,77.0,0
desktop,20.5,94.4,66.4,38.1,5.0,8,,,,36.1,24.0,66.1,100,100,100,88.3,42.9
desktop,17.1,32.2,59.5,47.3,8.4,16,,,,144.4,54.0,100,100,100,88.0,94.5,48.1
laptop,27.1,30.3,59.8,35.1,5.2,8,69.4,1051,charging,3067.7,56.0,100,100,55.2,55.0,81.7,24.0
laptop,82.6,11.0,72.7,35.3,5.2,8,54.7,1500,charging,16.4,73.0,82.2,100,38.3,78.5,72.5,0
laptop,39.4,70.6,73.4,39.5,19.4,32,66.5,1088,discharging,130.7,47.0,73.0,100,51.1,91.5,74.1,13.0
desktop,13.3,60.6,65.4,35.3,5.2,8,,,,115.4,45.0,88.2,100,100,92.5,92.1,67.8
desktop,62.7,93.2,76.9,45.5,4.4,8,,,,6.6,82.0,51.6,100,100,74.0,70.9,18.9
desktop,16.6,19.7,55.0,53.1,15.0,32,,,,2517.0,22.0,100,100,100,68.0,89.1,45.4
desktop,37.2,32.0,66.8,42.1,4.6,8,,,,965.6,79.0,90.5,100,100,55.5,83.8,36.2
laptop,60.1,68.5,74.7,41.4,18.7,32,55.6,1500,discharging,1258.9,68.0,72.0,100,38.9,61.0,64.7,4.3
desktop,51.7,54.4,69.1,46.4,17.1,32,,,,563.8,71.0,85.5,100,100,71.5,86.2,29.1
laptop,7.0,79.2,68.5,51.6,3.9,8,95.0,193,charging,450.8,30.0,76.4,99.2,100,92.0,91.3,43.4
desktop,43.3,10.2,58.7,57.1,13.7,32,,,,3117.5,63.0,100,100,100,51.5,84.3,34.4
desktop,51.1,63.1,72.9,43.7,18.0,32,,,,37.2,100.0,76.7,100,100,68.9,79.9,23.8
desktop,12.5,60.8,61.6,55.3,3.6,8,,,,64.1,23.0,93.4,96.8,100,100,95.7,66.5
desktop,15.7,38.9,59.3,53.9,7.4,16,,,,207.5,45.0,100,100,100,84.5,96.8,75.2
desktop,6.9,10.9,55.8,49.3,8.1,16,,,,3216.8,36.0,100,100,100,65.0,91.5,57.4
desktop,39.6,82.3,71.8,42.2,18.5,32,,,,3612.2,48.0,69.4,100,100,59.0,76.1,22.2
desktop,37.8,94.0,71.4,57.9,6.7,16,,,,2206.5,67.0,59.4,100,100,49.5,69.8,40.7
desktop,82.2,56.6,82.5,50.7,3.9,8,,,,288.5,96.0,62.4,99.2,100,61.3,73.5,0
laptop,44.0,67.0,69.6,47.4,8.4,16,60.9,1394,charging,4259.2,65.0,79.8,100,43.3,50.5,67.4,25.7
laptop,18.6,29.3,57.3,30.6,11.1,16,76.9,721,discharging,537.8,29.0,100,100,75.7,92.0,92.3,46.5
laptop,0.6,54.1,60.0,49.4,8.1,16,99.3,24,charging,531.2,22.0,98.4,100,100,92.0,96.5,17.1
desktop,53.1,87.2,72.5,32.5,21.6,32,,,,1112.1,40.0,64.0,100,100,75.0,76.4,23.4
laptop,45.6,20.3,63.6,49.5,4.0,8,59.0,1452,discharging,3080.6,85.0,95.0,100,41.3,40.5,73.7,18
desktop,29.8,91.5,70.5,37.6,10.0,16,,,,2274.2,60.0,62.9,100,100,53.0,71.6,44.2
desktop,49.2,63.9,75.8,46.9,8.5,16,,,,3717.4,88.0,71.9,100,100,39.0,70.3,24.6
laptop,55.8,11.8,70.1,38.4,9.9,16,56.1,1500,discharging,1672.6,130.0,85.9,100,39.3,45.6,70.6,12.1
desktop,81.8,36.7,73.9,52.5,3.8,8,,,,2481.7,74.0,80.5,98.4,100,46.0,74.8,0
desktop,70.2,25.9,74.9,64.4,11.4,32,,,,640.4,127.0,79.1,94.7,100,58.0,76.5,2.6
desktop,69.2,17.2,72.4,58.5,6.6,16,,,,235.4,69.0,82.6,100,100,72.5,83.7,15.7
laptop,21.2,87.7,66.0,37.4,20.0,32,82.9,622,charging,12.0,27.0,72.7,100,83.6,100,84.4,39.1
desktop,51.0,77.6,68.8,49.3,8.1,16,,,,3.7,78.0,76.6,100,100,76.0,84.6,10.2
laptop,82.3,82.7,85.0,54.7,7.2,16,59.8,1500,discharging,6.3,147.0,45.9,100,41.9,63.8,57.6,0
laptop,11.1,72.5,60.2,60.5,3.2,8,90.9,331,charging,570.1,32.0,90.7,93.0,98.1,91.0,94.8,54.7
laptop,75.2,78.8,85.4,33.7,21.2,32,54.6,1500,charging,2972.8,102.0,48.1,100,38.2,36.7,53.3,0
laptop,70.5,68.7,79.9,35.2,5.2,8,56.7,1500,charging,7.7,124.0,62.4,100,39.7,66.3,65.4,0
laptop,22.6,55.3,61.7,59.3,6.5,16,81.9,656,charging,1092.5,19.0,95.5,100,82.4,80.0,92.1,26.6
desktop,53.8,34.9,69.4,47.5,4.2,8,,,,14.1,64.0,86.8,100,100,83.0,89.3,24.5
desktop,75.3,48.4,73.0,65.9,5.5,16,,,,27.8,145.0,81.8,92.9,100,64.0,78.8,0
laptop,15.5,74.2,64.5,40.7,9.5,16,91.2,404,discharging,1246.3,53.0,84.0,100,93.8,68.5,87.5,49.5
laptop,74.9,54.4,81.1,48.5,16.5,32,57.4,1500,discharging,113.8,53.0,65.9,100,40.2,88.5,69.6,0
desktop,38.4,41.4,65.9,52.0,7.7,16,,,,905.7,32.0,91.7,100,100,79.0,89.5,46.1
desktop,79.0,82.7,86.4,70.5,9.4,32,,,,1723.5,117.0,43.3,87.4,100,47.1,57.2,14.6
desktop,7.0,75.3,68.1,37.9,5.0,8,,,,691.0,20.0,78.5,100,100,92.0,89.1,57.1
laptop,59.3,41.7,72.9,41.4,4.7,8,58.3,1500,discharging,24.8,65.0,81.9,100,40.8,82.5,73.1,4.8
desktop,12.1,43.0,56.1,56.5,7.0,16,,,,79.9,36.0,100,100,100,97.0,99.8,80.4
laptop,72.8,74.5,82.1,37.4,20.0,32,58.5,1500,charging,279.7,125.0,55.9,100,40.9,58.2,59.3,0
desktop,31.3,66.0,61.3,61.2,3.1,8,,,,3141.2,52.0,91.8,91.4,100,57.0,81.4,34.0
desktop,19.1,31.6,52.4,38.6,19.6,32,,,,199.7,37.0,100,100,100,88.5,95.0,60.4
laptop,44.0,74.3,75.1,38.7,19.6,32,60.3,1354,charging,85.9,54.0,69.1,100,42.4,88.0,70.8,11.9
desktop,47.7,33.3,64.0,37.4,5.0,8,,,,128.6,83.0,94.4,100,100,73.5,89.7,26.3
desktop,51.2,37.3,70.7,53.3,3.7,8,,,,200.3,120.0,85.0,97.6,100,58.7,82.1,9.9
laptop,45.4,42.1,69.1,42.6,9.2,16,61.1,1333,discharging,88.3,80.0,87.3,100,43.5,75.0,76.0,15.7
laptop,20.3,88.4,65.3,47.5,4.2,8,82.6,588,discharging,19.5,45.0,73.0,100,84.8,92.5,83.9,50.3
desktop,60.2,28.7,64.6,65.6,2.8,8,,,,26.1,137.0,93.6,83.7,100,64.9,82.1,4.4
laptop,38.1,52.0,70.4,36.0,20.5,32,59.8,1407,charging,100.8,32.0,84.6,100,41.9,99.0,77.1,18
desktop,33.5,18.6,60.7,36.9,20.2,32,,,,23.4,68.0,99.0,100,100,81.0,93.6,37.7
desktop,60.1,33.3,71.5,61.3,3.1,8,,,,147.6,77.0,83.9,91.2,100,76.5,82.5,27.8
laptop,6.6,15.3,50.2,47.0,16.9,32,95.8,197,charging,129.2,35.0,100,100,100,97.5,97.8,57.8
desktop,21.1,81.6,66.3,57.2,3.4,8,,,,94.9,47.0,77.7,95.2,100,91.5,87.9,74.7
desktop,3.7,54.3,58.0,36.1,5.1,8,,,,1867.0,29.0,98.3,100,100,80.0,93.4,51.5
desktop,27.7,87.5,66.5,43.5,4.5,8,,,,567.0,41.0,72.2,100,100,86.5,84.8,54.6
laptop,47.4,59.6,66.9,37.1,20.1,32,58.0,1500,charging,482.6,109.0,86.5,100,40.6,59.9,73.4,8.7
laptop,44.7,89.5,75.0,59.8,12.9,32,56.0,1500,charging,558.4,41.0,58.5,100,39.2,86.5,63.5,7.8
desktop,16.3,92.7,69.8,43.0,18.2,32,,,,37.6,27.0,62.9,100,100,100,85.3,74.7
desktop,69.9,24.9,68.6,59.3,13.0,32,,,,1951.5,95.0,88.0,100,100,49.5,79.4,13.2
laptop,64.0,10.3,63.3,54.7,3.6,8,57.2,1500,charging,141.0,60.0,95.4,96.8,40.0,85.0,77.9,0
desktop,26.7,62.9,64.2,34.1,10.5,16,,,,132.2,63.0,89.0,100,100,83.5,89.4,48.1
desktop,34.6,81.6,70.2,42.9,18.3,32,,,,89.7,23.0,72.3,100,100,100,90.6,60.2
desktop,42.4,74.8,65.9,60.8,6.3,16,,,,701.6,80.0,81.8,99.0,100,67.0,80.9,25.2
laptop,50.5,29.6,63.5,35.7,10.3,16,56.9,1500,charging,192.1,80.0,95.1,100,39.8,67.0,76.8,7.2
desktop,65.6,50.6,75.2,53.7,3.7,8,,,,72.9,111.0,78.4,97.6,100,67.7,81.6,15.8
desktop,62.8,91.0,80.2,56.0,14.1,32,,,,1207.1,83.0,47.4,100,100,53.5,63.8,20.5
laptop,83.3,76.6,82.8,43.6,4.5,8,57.7,1500,charging,1.3,116.0,53.8,100,40.4,67.2,61.7,0
desktop,54.4,25.9,63.8,67.6,10.4,32,,,,4102.3,62.0,94.7,90.9,100,52.0,79.8,39.1
desktop,25.8,52.2,63.7,43.5,18.1,32,,,,21.0,45.0,93.9,100,100,92.5,93.4,37.9
laptop,69.8,92.8,80.9,60.4,6.3,16,59.1,1500,charging,350.5,129.0,44.5,99.5,41.4,57.7,57.3,0
laptop,64.6,45.8,73.2,52.1,15.3,32,54.9,1500,charging,8.9,64.0,81.5,100,38.4,83.0,70.8,0
laptop,61.2,25.5,65.3,50.6,15.8,32,59.2,1500,discharging,214.7,139.0,92.6,100,41.4,56.7,74.3,0
laptop,35.6,11.3,60.6,36.0,10.2,16,73.4,1032,discharging,84.8,83.0,99.2,100,60.8,73.5,83.0,19.8
laptop,34.2,53.1,65.4,41.1,18.9,32,61.9,1274,discharging,47.4,27.0,91.2,100,44.7,100,81.7,20.2
desktop,44.7,94.4,70.1,54.3,7.3,16,,,,7.2,95.0,60.9,100,100,69.5,77.2,32.7
laptop,78.9,57.5,83.3,60.3,12.7,32,57.0,1500,discharging,134.3,154.0,60.5,99.6,39.9,63.0,63.5,0
desktop,72.5,56.6,72.8,38.8,9.8,16,,,,105.5,108.0,79.4,100,100,68.0,80.7,0
desktop,2.6,80.7,60.3,52.4,15.2,32,,,,10.2,20.0,86.9,100,100,100,93.8,39.6
laptop,46.8,13.8,66.7,42.8,18.3,32,62.9,1355,discharging,636.4,71.0,90.6,100,46.1,71.5,75.6,19.1
laptop,11.0,43.7,60.3,36.0,20.5,32,86.4,425,discharging,20.0,33.0,99.6,100,92.5,98.5,97.5,43.3
laptop,19.5,63.7,64.2,50.8,15.7,32,85.8,558,discharging,2138.3,30.0,88.6,100,85.9,80.0,87.3,30.3
laptop,48.4,91.9,78.6,51.7,15.4,32,56.6,1500,discharging,231.2,72.0,49.6,100,39.6,71.0,58.4,16.4
laptop,79.6,58.4,80.6,57.6,3.4,8,59.8,1500,charging,1901.1,166.0,65.2,95.2,41.9,41.7,61.1,0
desktop,11.1,44.4,59.4,39.7,19.3,32,,,,313.1,23.0,100,100,100,92.0,99.6,67.5
laptop,39.0,52.5,68.6,42.9,9.1,16,60.0,1328,charging,19.7,55.0,87.0,100,42.0,87.5,74.3,11.3
desktop,73.0,78.5,85.1,53.0,15.0,32,,,,1.8,87.0,48.7,100,100,71.5,70.4,0
laptop,53.8,29.0,66.4,46.6,17.1,32,57.5,1471,discharging,291.0,69.0,91.0,100,40.2,72.5,74.9,0.9
laptop,26.5,59.9,62.7,34.0,21.1,32,79.9,784,charging,18.6,54.0,92.3,100,77.6,88.0,89.0,41.6
desktop,55.6,36.1,70.2,58.7,13.2,32,,,,300.9,83.0,85.7,100,100,65.5,82.4,36.6
laptop,74.9,42.2,74.7,41.2,9.4,16,57.0,1500,discharging,17.1,154.0,79.4,100,39.9,63.0,69.2,0
desktop,15.8,84.7,64.7,40.1,4.8,8,,,,3811.0,35.0,77.2,100,100,65.5,78.8,58.9
laptop,71.2,51.8,75.5,48.3,16.5,32,55.8,1500,discharging,3113.0,104.0,77.3,100,39.1,36.5,62.4,0
desktop,32.3,72.1,62.6,36.4,20.3,32,,,,228.5,47.0,87.5,100,100,83.5,91.8,62.8
laptop,24.8,86.5,66.8,33.8,21.2,32,81.3,741,discharging,21.6,48.0,72.6,100,79.3,91.0,83.7,37.4
laptop,49.8,42.4,65.3,38.0,5.0,8,59.0,1500,charging,1886.9,64.0,92.6,100,41.3,63.0,72.9,6.5
laptop,24.5,60.4,67.1,43.4,18.1,32,77.3,799,charging,2882.3,32.0,85.9,100,73.5,67.0,83.5,34.0
laptop,13.0,25.1,54.8,35.3,5.2,8,87.2,447,discharging,596.0,20.0,100,100,91.2,92.0,96.0,40.0
desktop,57.5,94.4,82.8,57.2,3.4,8,,,,18.2,122.0,39.5,95.2,100,66.5,65.6,2.9
desktop,1.0,94.0,67.6,49.4,8.1,16,,,,2.2,13.0,64.8,100,100,100,85.3,5.6
laptop,1.9,62.7,58.5,37.4,5.0,8,100,70,charging,3647.7,14.0,94.9,100,100,68.0,93.1,25.6
desktop,81.9,86.8,80.6,68.4,5.1,16,,,,625.5,70.0,50.4,89.9,100,72.0,67.0,0
laptop,11.8,29.6,52.9,56.2,7.0,16,90.8,320,charging,3.8,32.0,100,100,98.8,99.0,98.1,44.5
laptop,41.1,40.7,64.5,34.4,10.5,16,59.7,1404,discharging,3218.4,34.0,93.7,100,41.8,66.0,73.4,14.5
laptop,17.7,79.4,65.8,29.0,22.7,32,88.0,442,discharging,3871.0,19.0,80.1,100,91.5,68.0,85.4,41.8
laptop,6.4,38.5,60.3,42.3,4.6,8,93.9,161,charging,83.9,24.0,99.6,100,100,100,99.7,57.8
desktop,18.1,90.6,69.1,40.4,4.8,8,,,,17.1,22.0,65.7,100,100,100,87.7,51.9
desktop,19.0,18.1,56.5,50.1,4.0,8,,,,7.6,51.0,100,100,100,89.5,98.7,42.0
laptop,83.9,62.9,81.8,60.0,3.2,8,58.3,1500,discharging,722.5,99.0,61.1,93.6,40.8,49.0,59.7,0
desktop,9.2,26.4,59.1,33.7,5.3,8,,,,4.3,19.0,100,100,100,100,98.2,71.8
laptop,27.1,62.6,65.1,45.6,8.7,16,76.4,807,discharging,613.9,49.0,87.8,100,71.9,82.5,85.8,30.2
desktop,13.2,16.6,49.7,54.2,14.7,32,,,,1346.7,39.0,100,100,100,75.5,91.7,58.8
desktop,74.9,86.0,79.3,64.8,11.3,32,,,,142.6,136.0,53.6,94.2,100,65.0,68.7,9.2
laptop,47.5,46.6,67.7,66.2,10.8,32,64.1,1217,charging,366.5,75.0,89.2,92.6,47.7,69.5,75.1,21.9
desktop,36.8,83.5,68.0,57.7,13.5,32,,,,676.1,48.0,73.6,100,100,83.0,85.4,58.7
desktop,30.4,26.7,60.3,55.5,14.2,32,,,,2103.6,38.0,99.6,100,100,76.0,93.7,35.4
laptop,80.4,10.9,76.1,60.6,12.6,32,56.5,1500,discharging,2352.8,119.0,76.9,99.3,39.5,34.8,64.2,0
laptop,22.5,82.6,62.5,46.1,17.2,32,82.7,651,discharging,65.5,44.0,82.2,100,82.6,93.0,86.2,47.2
laptop,48.5,32.2,66.3,49.9,4.0,8,59.5,1500,charging,608.6,59.0,91.2,100,41.6,77.5,76.0,18
laptop,69.4,10.1,73.3,51.6,7.8,16,58.0,1500,charging,644.0,116.0,81.4,100,40.6,59.2,71.1,0
